question,label
Categorize FIVE (5) advantages of multimedia in primary school education.,L2
What do you mean by adjacency matrix and adjacency list.,L2
Explain the term âlevel scheduling'.,L2
Explain significance of back e.,L2
What are the applications of Stack.,L2
Explain the process of consumer perception and provide ONE (1) example to support your explanation.,L2
Write short notes on the structure and functions of polysaccharides by giving relevant example.,L2
Illustrate by using appropriate diagram(s) the effects of the most commonly and the least used monetary policy tool on the market interest rate if the central bank implements the expansionary monetary policy.,L2
Explain in detail what precaution is necessary to be taken while operating DC Series motor.,L2
Write short note on internal memory organization of 8051.,L2
Explain the process of ideas generation.,L2
Explain the various factors affecting corrosion.,L2
Reason why a pornographic viewer's mind is likened to an addict's mind. Provide TWO (2) points.,L2
Explain three (3) lean techniques that work in both the manufacturing and service sector.,L2
Explain the factor of safety with respect to shear strength.,L2
Explain events of Fetch cycle of MIPS pipeline.,L2
List and explain the reason why the aggregate demand curve is downward slopping.,L2
Draw neat circuit diagram and explain voltage follower.,L2
Discuss the main objective of layout design rules.,L2
Explain FIVE (5) advantages of out-of-home (OOH) advertising.,L2
Define fault and explain the significance of fault in Civil Engineering.,L2
Draw and explain circuit for generating 15V supply using IC7815.,L2
Write a short note on Ferranti effect.,L2
Describe the factors affecting premature building decay.,L2
"There are TWO (2) common methods used in the semiconductor industry to fabricate single crystal silicon. With the aid of diagrams, name and explain the methods. ",L2
Explain why the intrinsic carrier concentration of Ge is higher than Si at T = 300 K.,L2
Briefly explain the drawbacks of using deficiency symptoms to determine fertilizer rates.,L2
Explain the change in conductivity for a metal and an intrinsic semiconductor as temperature increases.,L2
Define federal fund market. Explain in detail its importance to a bank.,L2
Discuss the role of skimming and scanning as pre-reading activities.,L2
Describe diminishing of marginal product and explain the relationship between average product and marginal product by using an appropriate diagram.,L2
Explain sequential file and random access file organization.,L2
Explain the Pneumatic power supply with neat sketch.,L2
What is unconformity and Describe various types of unconformities.,L2
Discuss FIVE (5) advantages of IBS compared to conventional in situ concrete.,L2
Explain Diffuse reflection and Specular Reflection.,L2
Explain FOUR (4) types of unemployment.,L2
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively.,L2
The oil palm (Elaeis guineensis) is an erect monoecious plant. Describe how its inflorescences develop into fruit and relate this to the pest control practice that could affect the productivity of the oil palm.,L2
List and explain the FOUR (4) considerations when selecting a basement wall.,L2
List different types of fuses and Explain working of any one in detail.,L2
Define PDF and state four properties of PDF.,L2
Explain any two DMA data transfer modes.,L2
Chymotrypsin belongs to serine protease family. Describe the catalytic mechanism of chymotrypsin emphasizing the role of the catalytic triad and substrate binding site in catalysis.,L2
Explain the packaging and labeling decisions.,L2
Describe requirements of good building stone.,L2
With suitable labelled diagram explain constructional details of single phase induction type energy meter.,L2
Describe what hydraulic engineering is in your own words showing concrete examples.,L2
State the four different bias modes of a BJT and explain how they are obtained.,L2
"Discuss the THREE (3) important fundamentals in basic economic concepts that are opportunity cost, efficient market and marginalism. ",L2
Describe the working of strip chart recorder with reference to block diagram.,L2
Identify and describe THREE (3) difficulties in calculating national income accounting.,L2
Explain FIVE (5) characteristics of Industrialised Building System (IBS) in construction.,L2
Explain flow duration curve and hydrograph with example.,L2
"Contrast the following basic BLAST programs: PSI-BLAST, PHI-BLAST and tBLASTX.",L2
Define Put-Call Parity and express it in equation.,L2
Briefly explain how tillage will influence the density of soil.,L2
Explain in detail procedure of measurement of horizontal angle by repetition method using 20 vernier theodolite.,L2
Enlist the factors influencing concrete mix design and explain any one of them.,L2
Describe the fuel cell.,L2
Autoclave aerated concrete block is gaining popular in high rise construction. Briefly illustrate what are the unique features of the autoclave aerated concrete block.,L2
"Draw the ""onion model that represents Schein's Model of Organizational Culture. ",L2
Discuss the implications of Efficient Market Hypothesis for Technician (Chartist) and Fundamentalist.,L2
Explain in detail corrosion monitoring technique for reinforcement and preventive measures against corrosion.,L2
Explain the methods of measurements of solar radiations.,L2
Briefly describe TWO mating methods of commercial importance for the production of fertilised eggs from breeder birds.,L2
Write a short note on Reluctance motor.,L2
